7.000000e-01  8.991066e+01  0.000000e+00  0.000000e+00  8.991066e+01  0.000000e+00  0.000000e+00
8.000000e-01  9.471228e+01  0.000000e+00  0.000000e+00  1.305923e+02  0.000000e+00  0.000000e+00
9.000000e-01  9.179308e+01  0.000000e+00  0.000000e+00  1.596255e+02  0.000000e+00  0.000000e+00
1.000000e+00  9.407014e+01  0.000000e+00  0.000000e+00  1.852822e+02  0.000000e+00  0.000000e+00
1.100000e+00  9.220387e+01  0.000000e+00  0.000000e+00  2.069567e+02  0.000000e+00  0.000000e+00
1.200000e+00  8.623819e+01  0.000000e+00  0.000000e+00  2.242054e+02  0.000000e+00  0.000000e+00
1.300000e+00  7.610041e+01  0.000000e+00  0.000000e+00  2.367686e+02  0.000000e+00  0.000000e+00
1.400000e+00  6.822280e+01  0.000000e+00  0.000000e+00  2.464015e+02  0.000000e+00  0.000000e+00
1.500000e+00  5.420836e+01  0.000000e+00  0.000000e+00  2.522940e+02  0.000000e+00  0.000000e+00
1.600000e+00  4.701611e+01  0.000000e+00  0.000000e+00  2.566374e+02  0.000000e+00  0.000000e+00
1.700000e+00  3.704268e+01  0.000000e+00  0.000000e+00  2.592970e+02  0.000000e+00  0.000000e+00
1.800000e+00  2.821569e+01  0.000000e+00  0.000000e+00  2.608276e+02  0.000000e+00  0.000000e+00
1.900000e+00  2.323911e+01  0.000000e+00  0.000000e+00  2.618609e+02  0.000000e+00  0.000000e+00
2.000000e+00  1.748911e+01  0.000000e+00  0.000000e+00  2.624442e+02  0.000000e+00  0.000000e+00
