7.000000e-01  9.103951e+01  9.103951e+01
8.000000e-01  9.569637e+01  1.320833e+02
9.000000e-01  9.188539e+01  1.609003e+02
1.000000e+00  9.635890e+01  1.875472e+02
1.100000e+00  9.449503e+01  2.100078e+02
1.200000e+00  9.135078e+01  2.290158e+02
1.300000e+00  7.933914e+01  2.423694e+02
1.400000e+00  7.247927e+01  2.529746e+02
1.500000e+00  5.781103e+01  2.594962e+02
1.600000e+00  4.992362e+01  2.642549e+02
1.700000e+00  4.034249e+01  2.673166e+02
1.800000e+00  2.999432e+01  2.689941e+02
1.900000e+00  2.507624e+01  2.701604e+02
2.000000e+00  1.896021e+01  2.708249e+02
