7.000000e-01  1.044758e+02  4.394952e+00  1.044758e+02  4.394952e+00
8.000000e-01  1.090298e+02  4.838792e+00  1.510056e+02  6.536782e+00
9.000000e-01  1.064535e+02  5.115029e+00  1.847567e+02  8.300183e+00
1.000000e+00  1.103437e+02  5.632493e+00  2.151994e+02  1.003085e+01
1.100000e+00  1.064424e+02  5.883439e+00  2.400849e+02  1.162897e+01
1.200000e+00  1.016703e+02  6.077476e+00  2.607252e+02  1.312130e+01
1.300000e+00  9.037201e+01  5.055680e+00  2.759433e+02  1.406160e+01
1.400000e+00  8.150367e+01  4.441549e+00  2.877283e+02  1.474638e+01
1.500000e+00  6.578811e+01  4.021815e+00  2.951536e+02  1.528499e+01
1.600000e+00  5.708824e+01  3.807590e+00  3.006239e+02  1.575210e+01
1.700000e+00  4.542875e+01  3.350411e+00  3.040370e+02  1.610447e+01
1.800000e+00  3.453965e+01  2.801785e+00  3.059926e+02  1.634637e+01
1.900000e+00  2.905084e+01  2.521976e+00  3.073685e+02  1.653978e+01
2.000000e+00  2.209562e+01  2.081416e+00  3.081617e+02  1.667023e+01
