7.000000e-01  1.068333e+02  0.000000e+00  0.000000e+00  1.068333e+02  0.000000e+00  0.000000e+00
8.000000e-01  1.109652e+02  0.000000e+00  0.000000e+00  1.540345e+02  0.000000e+00  0.000000e+00
9.000000e-01  1.073394e+02  0.000000e+00  0.000000e+00  1.877455e+02  0.000000e+00  0.000000e+00
1.000000e+00  1.105680e+02  0.000000e+00  0.000000e+00  2.178845e+02  0.000000e+00  0.000000e+00
1.100000e+00  1.056693e+02  0.000000e+00  0.000000e+00  2.421562e+02  0.000000e+00  0.000000e+00
1.200000e+00  1.003241e+02  0.000000e+00  0.000000e+00  2.621156e+02  0.000000e+00  0.000000e+00
1.300000e+00  8.877592e+01  0.000000e+00  0.000000e+00  2.767413e+02  0.000000e+00  0.000000e+00
1.400000e+00  7.985823e+01  0.000000e+00  0.000000e+00  2.880331e+02  0.000000e+00  0.000000e+00
1.500000e+00  6.417073e+01  0.000000e+00  0.000000e+00  2.950948e+02  0.000000e+00  0.000000e+00
1.600000e+00  5.550570e+01  0.000000e+00  0.000000e+00  3.002696e+02  0.000000e+00  0.000000e+00
1.700000e+00  4.410864e+01  0.000000e+00  0.000000e+00  3.034920e+02  0.000000e+00  0.000000e+00
1.800000e+00  3.341494e+01  0.000000e+00  0.000000e+00  3.053260e+02  0.000000e+00  0.000000e+00
1.900000e+00  2.805198e+01  0.000000e+00  0.000000e+00  3.066119e+02  0.000000e+00  0.000000e+00
2.000000e+00  2.131857e+01  0.000000e+00  0.000000e+00  3.073522e+02  0.000000e+00  0.000000e+00
