7.000000e-01  9.005955e+01  0.000000e+00  0.000000e+00  9.005955e+01  0.000000e+00  0.000000e+00
8.000000e-01  9.373256e+01  0.000000e+00  0.000000e+00  1.299866e+02  0.000000e+00  0.000000e+00
9.000000e-01  9.066165e+01  0.000000e+00  0.000000e+00  1.584804e+02  0.000000e+00  0.000000e+00
1.000000e+00  9.403541e+01  0.000000e+00  0.000000e+00  1.842789e+02  0.000000e+00  0.000000e+00
1.100000e+00  9.128172e+01  0.000000e+00  0.000000e+00  2.056479e+02  0.000000e+00  0.000000e+00
1.200000e+00  8.686074e+01  0.000000e+00  0.000000e+00  2.232394e+02  0.000000e+00  0.000000e+00
1.300000e+00  7.622717e+01  0.000000e+00  0.000000e+00  2.358950e+02  0.000000e+00  0.000000e+00
1.400000e+00  6.881715e+01  0.000000e+00  0.000000e+00  2.457280e+02  0.000000e+00  0.000000e+00
1.500000e+00  5.461837e+01  0.000000e+00  0.000000e+00  2.517248e+02  0.000000e+00  0.000000e+00
1.600000e+00  4.715577e+01  0.000000e+00  0.000000e+00  2.561036e+02  0.000000e+00  0.000000e+00
1.700000e+00  3.755863e+01  0.000000e+00  0.000000e+00  2.588430e+02  0.000000e+00  0.000000e+00
1.800000e+00  2.827993e+01  0.000000e+00  0.000000e+00  2.603833e+02  0.000000e+00  0.000000e+00
1.900000e+00  2.368493e+01  0.000000e+00  0.000000e+00  2.614583e+02  0.000000e+00  0.000000e+00
2.000000e+00  1.782209e+01  0.000000e+00  0.000000e+00  2.620650e+02  0.000000e+00  0.000000e+00
