7.000000e-01  1.043637e+02  4.068603e+00  1.043637e+02  4.068603e+00
8.000000e-01  1.089233e+02  4.507620e+00  1.508511e+02  6.072246e+00
9.000000e-01  1.063593e+02  4.792973e+00  1.845762e+02  7.735940e+00
1.000000e+00  1.102544e+02  5.298932e+00  2.149986e+02  9.376751e+00
1.100000e+00  1.063634e+02  5.555643e+00  2.398699e+02  1.089902e+01
1.200000e+00  1.016004e+02  5.767307e+00  2.604999e+02  1.233087e+01
1.300000e+00  9.031394e+01  5.572535e+00  2.757115e+02  1.353158e+01
1.400000e+00  8.145344e+01  4.189863e+00  2.874917e+02  1.416540e+01
1.500000e+00  6.574851e+01  3.810959e+00  2.949142e+02  1.466908e+01
1.600000e+00  5.705531e+01  3.621565e+00  3.003825e+02  1.510952e+01
1.700000e+00  4.540353e+01  3.199426e+00  3.037946e+02  1.544455e+01
1.800000e+00  3.452114e+01  2.683771e+00  3.057497e+02  1.567599e+01
1.900000e+00  2.903615e+01  2.422116e+00  3.071253e+02  1.586201e+01
2.000000e+00  2.208502e+01  2.003234e+00  3.079183e+02  1.598800e+01
