7.000000e-01  1.030096e+02  1.030096e+02
8.000000e-01  1.073911e+02  1.488080e+02
9.000000e-01  1.048022e+02  1.820091e+02
1.000000e+00  1.084029e+02  2.118455e+02
1.100000e+00  1.044810e+02  2.362092e+02
1.200000e+00  9.962017e+01  2.563571e+02
1.300000e+00  8.838137e+01  2.711646e+02
1.400000e+00  7.949227e+01  2.825761e+02
1.500000e+00  6.398364e+01  2.897295e+02
1.600000e+00  5.536941e+01  2.949728e+02
1.700000e+00  4.394730e+01  2.982286e+02
1.800000e+00  3.333095e+01  3.000854e+02
1.900000e+00  2.798299e+01  3.013873e+02
2.000000e+00  2.124535e+01  3.021352e+02
